,Impute_Mode__SatisfactionScore,Impute_Median__DaysSinceLastLogin,Impute_Median__TotalSpend,Ordinal__InternetPlan,OneHot__HasFamilyPlan_Yes,OneHot__AutoPayment_Yes,OneHot__ContractType_OneYear,OneHot__ContractType_TwoYear,remainder__TenureMonths,remainder__SupportCalls,remainder__AvgWatchHours,remainder__PaymentDelayDays,remainder__NumberOfDevices,Churn
721,7.0,4.64,10733.6,1.0,0.0,1.0,0.0,1.0,15.0,4.0,15.21,0.77,4.0,0
722,6.0,1.81,8185.22,2.0,0.0,1.0,0.0,0.0,9.0,4.0,18.22,2.92,1.0,0
723,2.0,17.61,50054.22,2.0,0.0,0.0,0.0,0.0,45.0,1.0,16.48,1.57,5.0,0
724,9.0,12.7,36475.49,1.0,0.0,1.0,0.0,0.0,14.0,3.0,5.57,2.08,3.0,0
725,8.0,18.4,35679.36,2.0,1.0,1.0,0.0,0.0,24.0,3.0,11.39,0.57,1.0,0
726,2.0,1.94,50054.22,0.0,1.0,1.0,0.0,1.0,8.0,5.0,4.77,3.36,2.0,0
727,9.0,5.79,50342.83,1.0,1.0,1.0,1.0,0.0,16.0,2.0,8.85,5.21,3.0,0
728,1.0,13.26,53863.74,1.0,0.0,0.0,1.0,0.0,27.0,2.0,7.02,1.05,4.0,0
729,6.0,44.47,80789.21,2.0,1.0,0.0,1.0,0.0,49.0,4.0,25.61,2.01,1.0,0
730,2.0,10.36,93743.78,0.0,0.0,0.0,0.0,0.0,50.0,3.0,4.46,11.82,5.0,0
731,9.0,5.65,66081.02,2.0,0.0,0.0,0.0,1.0,42.0,5.0,25.03,0.84,3.0,1
732,9.0,3.73,32426.82,1.0,1.0,1.0,0.0,0.0,27.0,4.0,3.41,0.01,4.0,0
733,8.0,3.76,40487.05,0.0,0.0,1.0,0.0,0.0,20.0,3.0,2.82,1.2,4.0,0
734,5.0,2.55,64204.22,0.0,0.0,1.0,1.0,0.0,35.0,3.0,16.73,8.66,5.0,0
735,1.0,2.55,43359.04,0.0,0.0,1.0,1.0,0.0,16.0,3.0,11.2,0.57,1.0,0
736,7.0,11.81,21593.33,0.0,0.0,1.0,0.0,0.0,18.0,6.0,9.5,2.01,5.0,0
737,2.0,13.46,44684.52,1.0,0.0,1.0,0.0,0.0,60.0,3.0,8.83,0.93,4.0,0
738,4.0,8.21,50054.22,1.0,1.0,1.0,1.0,0.0,2.0,1.0,17.42,2.86,5.0,0
739,2.0,19.96,42384.86,2.0,0.0,1.0,0.0,0.0,25.0,4.0,8.55,2.71,4.0,0
740,7.0,2.49,29787.16,0.0,1.0,1.0,0.0,1.0,25.0,2.0,10.55,0.93,3.0,0
741,6.0,2.75,235945.17,1.0,0.0,0.0,0.0,0.0,58.0,12.0,13.18,0.01,2.0,0
742,1.0,11.13,48610.54,0.0,1.0,1.0,0.0,1.0,47.0,5.0,13.94,6.39,1.0,0
743,1.0,4.54,13001.03,0.0,1.0,1.0,0.0,0.0,3.0,4.0,9.71,0.39,4.0,0
744,7.0,14.62,50054.22,1.0,0.0,0.0,0.0,1.0,58.0,4.0,9.6,6.71,5.0,0
745,6.0,15.52,46198.44,1.0,1.0,1.0,1.0,0.0,23.0,4.0,7.66,8.67,1.0,0
746,7.0,0.9,85255.72,1.0,1.0,1.0,0.0,0.0,26.0,2.0,12.1,0.12,5.0,0
747,4.0,7.51,38205.39,1.0,1.0,1.0,0.0,0.0,32.0,5.0,12.4,0.7,5.0,0
748,7.0,8.67,19776.45,2.0,1.0,1.0,1.0,0.0,16.0,2.0,8.86,9.72,1.0,0
749,2.0,24.46,44176.57,1.0,0.0,1.0,1.0,0.0,29.0,5.0,16.36,1.19,3.0,0
750,5.0,3.71,24806.55,0.0,0.0,0.0,0.0,1.0,22.0,3.0,8.78,0.39,2.0,0
751,2.0,19.99,105272.17,1.0,1.0,0.0,0.0,0.0,58.0,2.0,15.95,1.67,3.0,0
752,2.0,9.02,91686.69,1.0,0.0,0.0,0.0,1.0,45.0,4.0,4.37,1.3,2.0,0
753,4.0,5.65,92488.07,1.0,1.0,1.0,0.0,0.0,49.0,1.0,7.88,0.7,2.0,0
754,8.0,13.29,69447.17,0.0,0.0,1.0,0.0,0.0,51.0,2.0,19.27,10.86,2.0,0
755,5.0,2.95,26434.88,1.0,0.0,1.0,1.0,0.0,32.0,2.0,16.77,2.01,1.0,0
756,5.0,5.14,31699.56,2.0,1.0,0.0,1.0,0.0,23.0,1.0,9.71,4.27,2.0,0
757,7.0,5.65,104872.58,1.0,0.0,1.0,0.0,1.0,51.0,3.0,15.5,3.12,2.0,0
758,8.0,5.65,-3862.91,1.0,0.0,1.0,1.0,0.0,1.0,2.0,14.04,0.34,3.0,0
759,5.0,6.3,74616.1,2.0,0.0,1.0,1.0,0.0,60.0,2.0,7.8,3.4,2.0,0
760,2.0,19.77,50054.22,0.0,0.0,0.0,0.0,1.0,14.0,2.0,18.96,0.22,4.0,0
761,5.0,7.88,96839.97,1.0,1.0,0.0,1.0,0.0,54.0,3.0,13.68,4.54,2.0,0
762,10.0,6.83,56865.31,1.0,1.0,0.0,1.0,0.0,53.0,0.0,15.31,0.33,1.0,0
763,10.0,3.77,22068.56,2.0,0.0,0.0,1.0,0.0,27.0,4.0,20.19,0.44,1.0,0
764,3.0,1.52,73421.37,2.0,1.0,0.0,0.0,1.0,48.0,2.0,18.21,5.28,5.0,0
765,9.0,15.83,41681.11,0.0,0.0,0.0,0.0,1.0,31.0,3.0,16.54,7.47,2.0,0
766,1.0,0.09,2382.03,2.0,1.0,1.0,1.0,0.0,12.0,4.0,10.19,14.55,2.0,1
767,8.0,16.0,42840.82,1.0,1.0,0.0,0.0,0.0,31.0,2.0,11.02,0.72,4.0,0
768,9.0,4.93,16651.96,0.0,1.0,0.0,0.0,0.0,11.0,2.0,17.88,4.61,5.0,0
769,4.0,16.74,14576.45,2.0,0.0,0.0,0.0,1.0,17.0,5.0,7.8,0.73,3.0,0
770,6.0,4.3,125778.44,1.0,1.0,1.0,0.0,1.0,60.0,3.0,4.23,2.17,4.0,0
771,2.0,7.11,50054.22,1.0,1.0,1.0,0.0,0.0,19.0,2.0,19.51,0.91,3.0,0
772,3.0,2.68,120727.76,0.0,0.0,1.0,0.0,0.0,50.0,0.0,4.89,2.51,2.0,0
773,9.0,0.54,49040.29,2.0,0.0,1.0,0.0,0.0,15.0,5.0,20.73,0.47,3.0,0
774,9.0,6.63,67726.58,1.0,0.0,1.0,0.0,1.0,60.0,3.0,15.38,0.13,3.0,0
775,5.0,11.06,5482.3,2.0,0.0,1.0,0.0,0.0,14.0,2.0,11.41,7.47,2.0,1
776,4.0,3.27,15152.95,0.0,0.0,1.0,0.0,0.0,10.0,2.0,9.55,1.19,2.0,0
777,10.0,6.53,35245.24,2.0,0.0,1.0,0.0,1.0,18.0,5.0,7.88,0.15,1.0,0
778,2.0,2.18,26589.96,1.0,1.0,1.0,1.0,0.0,7.0,2.0,10.07,2.69,1.0,0
779,10.0,8.57,33238.93,1.0,1.0,1.0,0.0,0.0,5.0,1.0,13.09,2.42,3.0,0
780,3.0,4.43,95892.52,0.0,0.0,1.0,0.0,1.0,40.0,2.0,10.41,4.86,5.0,1
781,10.0,7.28,62954.7,0.0,0.0,1.0,0.0,0.0,49.0,1.0,2.27,4.18,4.0,0
782,5.0,11.21,50054.22,0.0,1.0,1.0,0.0,1.0,43.0,1.0,8.64,0.03,2.0,0
783,7.0,13.38,52933.79,1.0,0.0,1.0,0.0,0.0,29.0,3.0,17.77,0.57,2.0,0
784,2.0,17.65,137973.15,1.0,1.0,1.0,0.0,0.0,49.0,3.0,13.98,5.71,2.0,0
785,7.0,9.9,57857.99,0.0,0.0,1.0,0.0,0.0,12.0,3.0,13.69,7.35,3.0,0
786,5.0,5.65,33975.02,0.0,1.0,0.0,1.0,0.0,42.0,5.0,2.47,1.11,1.0,0
787,1.0,10.38,90303.06,1.0,0.0,0.0,0.0,0.0,57.0,3.0,20.2,1.05,5.0,0
788,8.0,11.96,40159.84,0.0,1.0,1.0,0.0,0.0,30.0,4.0,7.81,2.85,5.0,0
789,10.0,13.61,109507.11,1.0,0.0,0.0,0.0,0.0,60.0,4.0,18.73,4.35,4.0,0
790,1.0,7.04,64126.12,1.0,1.0,1.0,0.0,0.0,29.0,0.0,15.91,0.48,2.0,0
791,7.0,15.66,69474.64,1.0,0.0,0.0,0.0,0.0,33.0,2.0,11.1,1.05,5.0,0
792,6.0,10.09,95050.85,2.0,1.0,1.0,1.0,0.0,59.0,3.0,22.56,1.29,1.0,0
793,1.0,10.13,50054.22,0.0,0.0,0.0,0.0,0.0,32.0,3.0,15.34,1.52,1.0,0
794,5.0,13.25,72634.4,1.0,1.0,0.0,0.0,1.0,39.0,1.0,22.26,0.65,1.0,0
795,1.0,4.44,50054.22,0.0,0.0,1.0,0.0,0.0,55.0,2.0,8.81,0.79,4.0,0
796,8.0,14.52,4240.08,0.0,0.0,1.0,0.0,0.0,9.0,3.0,6.91,0.25,5.0,0
797,5.0,6.92,111276.89,0.0,0.0,0.0,0.0,1.0,45.0,4.0,6.91,5.54,4.0,0
798,6.0,2.07,43827.41,0.0,0.0,1.0,0.0,0.0,24.0,3.0,13.58,0.73,5.0,0
799,9.0,13.61,105569.89,2.0,1.0,1.0,1.0,0.0,45.0,3.0,12.43,3.81,3.0,0
800,6.0,14.43,13565.06,2.0,0.0,1.0,0.0,0.0,30.0,1.0,15.55,2.75,1.0,0
801,8.0,4.86,38511.8,2.0,1.0,0.0,0.0,0.0,29.0,3.0,12.74,12.88,1.0,0
802,2.0,6.34,92332.75,1.0,1.0,1.0,0.0,0.0,37.0,1.0,23.27,2.86,3.0,0
803,8.0,2.33,-5845.98,0.0,1.0,0.0,0.0,0.0,6.0,2.0,11.05,0.17,3.0,0
804,4.0,8.27,-5921.11,0.0,0.0,1.0,0.0,0.0,4.0,2.0,18.87,0.17,1.0,0
805,3.0,8.27,88841.99,0.0,0.0,1.0,0.0,0.0,35.0,5.0,18.56,9.64,1.0,1
806,5.0,9.71,15785.02,2.0,0.0,1.0,0.0,1.0,17.0,2.0,22.6,1.23,3.0,0
807,7.0,3.46,64094.69,1.0,0.0,1.0,0.0,1.0,47.0,2.0,9.74,3.19,5.0,0
808,3.0,1.58,35842.38,2.0,0.0,1.0,0.0,0.0,16.0,3.0,6.43,4.46,5.0,1
809,7.0,14.24,22907.19,2.0,0.0,0.0,0.0,1.0,16.0,1.0,9.98,1.11,2.0,0
810,1.0,4.21,22855.92,1.0,1.0,0.0,0.0,0.0,11.0,1.0,13.15,0.37,1.0,0
811,2.0,12.01,-2277.24,1.0,0.0,0.0,0.0,1.0,6.0,5.0,6.72,0.41,2.0,0
812,8.0,3.35,100652.15,1.0,0.0,0.0,0.0,0.0,46.0,4.0,15.72,0.2,2.0,0
813,8.0,0.48,121843.77,0.0,0.0,1.0,1.0,0.0,46.0,4.0,10.11,0.22,3.0,0
814,6.0,2.62,45256.98,1.0,1.0,1.0,0.0,0.0,41.0,3.0,17.28,3.24,4.0,0
815,9.0,4.07,-2701.18,0.0,1.0,1.0,0.0,0.0,9.0,4.0,12.71,0.25,5.0,0
816,10.0,1.2,-11885.34,1.0,0.0,1.0,0.0,0.0,3.0,2.0,11.89,2.16,1.0,0
817,9.0,2.04,78118.8,1.0,0.0,0.0,0.0,0.0,58.0,2.0,12.44,3.54,2.0,0
818,9.0,3.38,40926.02,1.0,1.0,1.0,0.0,0.0,36.0,3.0,18.98,8.8,5.0,0
819,2.0,23.51,36250.08,0.0,1.0,1.0,1.0,0.0,53.0,3.0,8.79,2.78,3.0,0
820,5.0,12.97,126470.08,1.0,0.0,0.0,1.0,0.0,57.0,3.0,6.74,2.3,3.0,0
821,6.0,5.65,19263.41,0.0,0.0,1.0,0.0,0.0,7.0,4.0,9.42,0.45,5.0,0
822,7.0,4.13,30318.54,2.0,1.0,0.0,0.0,0.0,49.0,3.0,11.71,0.28,1.0,0
823,10.0,3.34,-6436.79,0.0,1.0,0.0,1.0,0.0,4.0,2.0,8.47,3.84,4.0,0
824,6.0,17.19,17712.26,0.0,0.0,1.0,1.0,0.0,12.0,0.0,6.6,0.6,3.0,0
825,2.0,3.62,61090.53,1.0,0.0,0.0,0.0,0.0,36.0,2.0,19.18,3.51,3.0,0
826,8.0,10.42,63210.12,1.0,1.0,0.0,0.0,1.0,17.0,3.0,11.85,0.72,5.0,0
827,2.0,2.94,86723.64,1.0,1.0,0.0,0.0,0.0,39.0,3.0,9.48,0.02,5.0,0
828,6.0,21.53,911.5,0.0,1.0,1.0,0.0,0.0,14.0,8.0,17.15,4.33,2.0,0
829,7.0,1.99,31219.9,1.0,0.0,1.0,0.0,0.0,21.0,1.0,26.72,0.97,5.0,0
830,3.0,12.82,75473.15,2.0,0.0,1.0,0.0,0.0,27.0,5.0,13.23,2.47,5.0,0
831,7.0,0.99,39891.85,2.0,0.0,1.0,1.0,0.0,39.0,5.0,12.35,3.19,3.0,0
832,4.0,24.37,94876.26,1.0,1.0,1.0,1.0,0.0,49.0,4.0,2.83,0.49,1.0,0
833,2.0,11.97,12195.77,0.0,1.0,1.0,1.0,0.0,20.0,4.0,8.13,4.71,4.0,0
834,7.0,21.17,33835.5,2.0,1.0,0.0,1.0,0.0,14.0,5.0,8.13,0.05,2.0,0
835,5.0,16.45,49208.55,2.0,0.0,1.0,0.0,0.0,31.0,2.0,11.14,8.45,4.0,0
836,3.0,4.08,87942.97,1.0,0.0,1.0,0.0,0.0,44.0,1.0,1.93,0.36,5.0,1
837,8.0,6.77,22588.24,0.0,0.0,0.0,0.0,0.0,13.0,3.0,15.94,2.19,2.0,0
838,2.0,1.15,35944.92,2.0,0.0,1.0,0.0,0.0,39.0,2.0,10.56,5.42,5.0,0
839,5.0,0.14,5021.73,0.0,1.0,1.0,0.0,0.0,12.0,2.0,12.45,0.27,1.0,0
840,3.0,0.17,45290.76,2.0,1.0,1.0,1.0,0.0,17.0,0.0,7.11,3.28,1.0,0
841,3.0,4.78,231227.37,0.0,1.0,1.0,1.0,0.0,34.0,10.0,14.34,1.27,5.0,0
842,10.0,16.33,121920.51,1.0,0.0,1.0,0.0,0.0,58.0,1.0,12.44,2.14,2.0,0
843,1.0,6.69,25990.26,1.0,0.0,1.0,0.0,0.0,6.0,4.0,9.08,1.99,4.0,0
844,6.0,18.0,19283.52,1.0,0.0,0.0,0.0,0.0,1.0,4.0,16.4,0.44,2.0,0
845,7.0,9.6,113641.62,2.0,0.0,0.0,0.0,0.0,46.0,6.0,11.8,0.53,1.0,0
846,1.0,2.36,9989.31,2.0,0.0,1.0,0.0,0.0,6.0,2.0,15.05,2.36,1.0,0
847,3.0,11.98,54245.86,2.0,0.0,1.0,0.0,0.0,26.0,6.0,9.49,1.79,4.0,0
848,7.0,8.04,71357.61,1.0,0.0,0.0,1.0,0.0,55.0,3.0,10.67,0.81,1.0,0
849,2.0,18.09,37323.5,1.0,1.0,1.0,0.0,0.0,44.0,4.0,8.02,1.66,3.0,0
850,9.0,11.27,98108.26,2.0,0.0,1.0,0.0,0.0,25.0,3.0,15.0,7.4,3.0,0
851,9.0,1.56,81560.25,2.0,0.0,1.0,0.0,0.0,50.0,3.0,6.03,3.09,3.0,0
852,7.0,3.62,33701.31,1.0,1.0,0.0,0.0,0.0,27.0,3.0,11.59,1.47,1.0,0
853,2.0,1.02,95000.84,1.0,0.0,1.0,0.0,0.0,51.0,2.0,18.76,0.94,2.0,0
854,8.0,6.88,30120.15,2.0,0.0,1.0,0.0,0.0,6.0,8.0,12.3,0.71,5.0,0
855,3.0,1.22,120362.64,0.0,0.0,1.0,1.0,0.0,50.0,3.0,12.75,4.09,1.0,0
856,9.0,2.35,110735.29,0.0,1.0,1.0,0.0,0.0,58.0,5.0,15.34,6.86,2.0,0
857,5.0,1.02,114484.07,1.0,1.0,1.0,0.0,0.0,47.0,4.0,11.81,2.65,4.0,0
858,7.0,0.21,180031.13,2.0,1.0,1.0,1.0,0.0,59.0,5.0,13.04,4.15,3.0,0
859,7.0,14.27,63176.21,0.0,0.0,1.0,0.0,0.0,23.0,3.0,14.22,2.31,1.0,0
860,3.0,1.57,93120.18,1.0,0.0,0.0,0.0,0.0,47.0,0.0,10.81,3.83,1.0,0
861,8.0,7.7,75239.25,1.0,0.0,0.0,0.0,0.0,40.0,3.0,14.46,1.62,1.0,0
862,8.0,0.2,135030.27,2.0,1.0,1.0,0.0,0.0,44.0,3.0,14.18,0.01,1.0,0
863,5.0,10.06,25342.89,1.0,0.0,1.0,0.0,1.0,38.0,3.0,20.0,1.4,3.0,0
864,4.0,0.43,41541.5,1.0,1.0,1.0,1.0,0.0,14.0,4.0,15.7,0.21,2.0,0
865,2.0,32.16,82401.66,2.0,0.0,1.0,0.0,1.0,59.0,3.0,12.08,1.62,3.0,0
866,6.0,3.44,-7213.23,0.0,1.0,1.0,1.0,0.0,3.0,5.0,10.94,2.61,2.0,0
867,6.0,2.22,10364.41,1.0,1.0,1.0,0.0,0.0,5.0,7.0,18.8,5.54,1.0,0
868,7.0,3.32,47337.9,0.0,1.0,1.0,1.0,0.0,17.0,4.0,9.88,1.83,2.0,0
869,6.0,8.18,50054.22,0.0,0.0,1.0,1.0,0.0,8.0,0.0,12.01,0.91,1.0,0
870,5.0,7.3,-1150.22,0.0,0.0,1.0,0.0,0.0,1.0,5.0,14.33,0.55,1.0,0
871,8.0,5.65,27154.59,1.0,1.0,0.0,0.0,1.0,18.0,6.0,16.2,1.17,5.0,0
872,8.0,12.66,70178.73,0.0,1.0,0.0,0.0,1.0,22.0,3.0,9.91,1.58,2.0,0
873,1.0,17.27,83044.26,0.0,0.0,1.0,0.0,1.0,36.0,2.0,15.95,0.9,2.0,0
874,1.0,1.59,6605.8,0.0,1.0,1.0,0.0,0.0,15.0,1.0,12.21,0.09,3.0,0
875,1.0,4.11,54614.8,2.0,0.0,1.0,0.0,0.0,39.0,4.0,11.85,1.71,3.0,0
876,7.0,2.03,-17094.18,0.0,0.0,0.0,0.0,1.0,7.0,1.0,13.1,4.33,2.0,0
877,1.0,0.94,22909.33,2.0,0.0,1.0,0.0,0.0,18.0,3.0,15.85,7.82,5.0,0
878,3.0,3.9,105544.41,2.0,0.0,0.0,0.0,0.0,50.0,1.0,4.4,2.72,4.0,0
879,1.0,5.69,5133.04,2.0,1.0,1.0,0.0,0.0,4.0,3.0,16.37,0.31,3.0,0
880,3.0,7.45,78892.72,1.0,1.0,1.0,0.0,0.0,32.0,4.0,11.08,2.49,4.0,0
881,8.0,16.51,56753.15,0.0,0.0,1.0,0.0,1.0,28.0,3.0,18.37,1.87,2.0,0
882,4.0,5.65,40494.0,1.0,0.0,0.0,1.0,0.0,30.0,2.0,11.58,3.84,2.0,0
883,9.0,6.92,43688.79,1.0,0.0,0.0,0.0,1.0,54.0,4.0,17.72,0.02,3.0,0
884,6.0,2.16,15308.85,1.0,0.0,0.0,0.0,0.0,10.0,4.0,9.6,4.89,1.0,0
885,10.0,1.91,94335.76,1.0,0.0,1.0,0.0,0.0,32.0,2.0,11.43,1.16,1.0,0
886,5.0,2.08,18625.85,2.0,1.0,0.0,1.0,0.0,8.0,6.0,17.38,0.82,2.0,0
887,6.0,9.46,27389.93,1.0,1.0,1.0,0.0,1.0,16.0,6.0,17.89,1.01,1.0,0
888,10.0,8.42,21189.65,1.0,1.0,1.0,0.0,0.0,29.0,1.0,10.44,2.44,3.0,0
889,5.0,2.11,70380.01,0.0,0.0,0.0,0.0,0.0,46.0,4.0,16.3,3.13,3.0,0
890,8.0,23.4,79459.67,0.0,1.0,1.0,0.0,1.0,42.0,2.0,12.83,2.79,3.0,0
891,10.0,5.65,60247.67,2.0,0.0,0.0,0.0,0.0,58.0,1.0,17.69,2.66,3.0,0
892,1.0,23.43,85212.16,1.0,0.0,0.0,0.0,0.0,42.0,4.0,14.34,6.35,5.0,1
893,8.0,0.56,92484.46,2.0,0.0,1.0,1.0,0.0,34.0,2.0,14.71,5.98,2.0,0
894,8.0,0.34,106178.47,1.0,0.0,0.0,0.0,0.0,45.0,2.0,1.0,0.88,3.0,0
895,5.0,20.38,112196.76,2.0,1.0,1.0,0.0,0.0,59.0,4.0,14.71,0.42,4.0,0
896,7.0,2.98,10080.37,1.0,0.0,0.0,0.0,0.0,9.0,3.0,11.57,2.12,1.0,0
897,6.0,12.28,53721.93,1.0,0.0,1.0,0.0,0.0,35.0,2.0,13.41,1.82,3.0,0
898,6.0,18.56,149030.35,0.0,0.0,1.0,0.0,1.0,52.0,3.0,10.4,5.09,2.0,0
899,1.0,18.66,-17069.31,2.0,1.0,1.0,0.0,0.0,2.0,4.0,13.98,0.58,1.0,1
900,5.0,11.35,33582.69,1.0,0.0,0.0,0.0,0.0,13.0,0.0,8.1,0.51,5.0,0
901,10.0,7.53,51855.33,1.0,0.0,0.0,1.0,0.0,31.0,4.0,1.0,1.05,2.0,0
902,3.0,4.68,16886.28,1.0,0.0,0.0,0.0,1.0,10.0,3.0,8.85,11.05,5.0,0
903,2.0,11.33,110831.55,1.0,1.0,0.0,0.0,0.0,52.0,6.0,16.32,1.2,1.0,0
904,8.0,8.21,63081.03,0.0,0.0,1.0,0.0,0.0,40.0,3.0,13.71,6.85,4.0,0
905,5.0,0.16,48874.46,0.0,0.0,0.0,0.0,0.0,46.0,4.0,10.44,5.74,5.0,0
906,3.0,5.65,84688.39,2.0,0.0,1.0,1.0,0.0,38.0,1.0,9.77,9.64,3.0,0
907,5.0,1.49,11752.59,1.0,1.0,0.0,0.0,1.0,11.0,2.0,16.15,1.98,5.0,0
908,2.0,19.28,-1680.15,1.0,0.0,1.0,0.0,0.0,16.0,4.0,11.9,1.55,1.0,0
909,5.0,0.82,33922.91,2.0,0.0,1.0,1.0,0.0,21.0,3.0,7.45,1.14,5.0,0
910,9.0,13.0,67304.51,0.0,0.0,1.0,0.0,0.0,56.0,9.0,13.44,5.09,2.0,0
911,4.0,12.44,504.16,1.0,1.0,1.0,0.0,0.0,8.0,1.0,9.21,5.23,2.0,0
912,5.0,7.09,30521.27,0.0,0.0,1.0,0.0,1.0,15.0,4.0,13.09,4.89,1.0,0
913,2.0,0.72,104692.94,0.0,0.0,0.0,0.0,0.0,59.0,7.0,2.62,8.0,1.0,0
914,1.0,1.92,171351.96,1.0,0.0,1.0,0.0,1.0,44.0,8.0,1.75,3.76,1.0,0
915,9.0,10.29,87486.18,0.0,0.0,1.0,0.0,1.0,58.0,2.0,20.19,1.13,2.0,0
916,3.0,4.3,83989.76,1.0,0.0,1.0,0.0,0.0,34.0,4.0,1.24,0.35,2.0,0
917,4.0,10.02,-21305.02,0.0,0.0,0.0,0.0,0.0,6.0,2.0,16.03,0.56,2.0,0
918,1.0,3.39,142827.14,1.0,1.0,0.0,0.0,0.0,46.0,1.0,10.0,5.65,5.0,0
919,10.0,0.06,91665.69,2.0,0.0,1.0,1.0,0.0,59.0,4.0,8.73,2.57,4.0,0
920,1.0,8.79,99689.98,1.0,0.0,0.0,1.0,0.0,51.0,1.0,12.28,1.26,2.0,0
921,7.0,0.3,27902.06,1.0,0.0,0.0,0.0,0.0,15.0,1.0,10.9,9.54,4.0,0
922,6.0,3.95,115842.9,0.0,0.0,0.0,0.0,0.0,59.0,4.0,7.95,2.25,3.0,0
923,7.0,7.32,14336.33,2.0,0.0,1.0,1.0,0.0,10.0,3.0,11.36,1.13,3.0,0
924,2.0,5.65,114032.78,2.0,0.0,0.0,0.0,0.0,51.0,3.0,10.87,0.82,2.0,0
925,10.0,2.32,29014.12,1.0,0.0,0.0,0.0,1.0,25.0,3.0,8.19,4.47,1.0,0
926,8.0,5.1,31611.76,1.0,0.0,0.0,1.0,0.0,26.0,1.0,13.57,1.33,3.0,0
927,6.0,0.97,52932.01,0.0,0.0,0.0,0.0,0.0,54.0,2.0,22.95,0.27,5.0,0
928,9.0,6.51,54564.94,0.0,1.0,1.0,0.0,1.0,40.0,1.0,18.83,2.14,3.0,0
929,3.0,5.65,-4038.74,2.0,1.0,1.0,0.0,0.0,2.0,1.0,15.49,0.2,1.0,0
930,9.0,2.47,36070.29,1.0,0.0,1.0,0.0,1.0,31.0,1.0,15.08,1.34,4.0,0
931,2.0,11.3,21700.41,0.0,1.0,1.0,0.0,1.0,26.0,4.0,6.73,0.24,3.0,0
932,5.0,2.9,65197.21,1.0,1.0,1.0,0.0,1.0,40.0,6.0,10.76,6.25,1.0,0
933,7.0,12.72,8666.95,0.0,0.0,1.0,1.0,0.0,18.0,4.0,16.08,12.8,2.0,1
934,8.0,22.66,121866.49,0.0,1.0,1.0,0.0,0.0,35.0,2.0,15.0,0.79,2.0,0
935,7.0,20.96,60733.11,2.0,0.0,1.0,1.0,0.0,22.0,4.0,11.95,6.21,1.0,1
936,7.0,6.66,90828.02,2.0,0.0,0.0,1.0,0.0,45.0,2.0,4.88,5.21,3.0,0
937,1.0,15.44,-1770.26,0.0,0.0,1.0,0.0,0.0,22.0,3.0,12.4,3.25,3.0,1
938,3.0,2.81,107326.57,1.0,0.0,0.0,0.0,0.0,59.0,2.0,12.33,0.61,2.0,0
939,4.0,3.19,50054.22,1.0,0.0,0.0,0.0,1.0,15.0,3.0,8.37,2.81,4.0,0
940,1.0,12.92,21430.25,0.0,0.0,1.0,1.0,0.0,40.0,3.0,10.97,1.34,2.0,0
941,1.0,6.88,100496.42,0.0,0.0,0.0,0.0,1.0,47.0,0.0,24.02,4.2,1.0,0
942,7.0,2.93,101561.4,0.0,0.0,1.0,0.0,0.0,59.0,3.0,24.3,2.29,5.0,0
943,6.0,3.94,43456.22,1.0,0.0,0.0,0.0,0.0,35.0,2.0,11.32,4.13,4.0,0
944,4.0,53.48,95412.83,1.0,0.0,1.0,0.0,1.0,45.0,2.0,18.18,2.94,2.0,0
945,8.0,2.09,68101.44,1.0,0.0,1.0,0.0,0.0,32.0,2.0,17.11,0.62,3.0,0
946,8.0,6.48,100829.09,0.0,0.0,1.0,1.0,0.0,47.0,8.0,15.6,7.83,1.0,0
947,8.0,1.3,1866.65,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20.72,5.92,2.0,0
948,9.0,17.01,83356.73,0.0,1.0,1.0,0.0,1.0,41.0,1.0,16.63,20.29,5.0,0
949,7.0,1.83,44166.1,0.0,1.0,0.0,0.0,0.0,25.0,2.0,15.21,10.46,2.0,0
950,7.0,34.69,119252.0,1.0,0.0,0.0,0.0,1.0,35.0,1.0,9.11,1.55,1.0,0
951,7.0,4.17,63697.16,1.0,0.0,1.0,0.0,0.0,27.0,3.0,8.22,0.7,1.0,0
952,4.0,17.67,17929.71,1.0,1.0,0.0,0.0,0.0,8.0,2.0,15.8,5.15,4.0,0
953,2.0,2.1,74281.47,2.0,0.0,1.0,1.0,0.0,47.0,3.0,8.72,0.79,2.0,0
954,5.0,7.28,27157.68,1.0,0.0,0.0,0.0,0.0,32.0,3.0,11.4,3.26,4.0,0
955,10.0,4.99,27489.03,1.0,0.0,0.0,0.0,0.0,43.0,4.0,15.62,2.32,2.0,0
956,4.0,0.0,26242.01,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.47,3.63,2.0,0
957,2.0,1.46,22863.17,1.0,1.0,1.0,1.0,0.0,17.0,2.0,14.43,2.29,4.0,0
958,7.0,4.3,42216.7,2.0,0.0,1.0,1.0,0.0,17.0,3.0,4.96,1.19,4.0,0
959,4.0,0.03,92908.8,1.0,0.0,1.0,0.0,0.0,44.0,0.0,7.18,2.96,4.0,0
960,5.0,10.94,1213.88,1.0,1.0,1.0,0.0,0.0,8.0,2.0,17.29,2.2,2.0,1
961,5.0,13.25,72634.4,1.0,1.0,0.0,0.0,1.0,39.0,1.0,22.26,0.65,1.0,0
