EmployeeID,Age,Gender,Department,JobLevel,YearsAtCompany,MonthlyIncome,Overtime,WorkLifeBalance,DistanceFromHome,NumCompaniesWorked,TrainingHours,PerformanceRating,SatisfactionScore,Attrition,BadgeNumber
10931,58,Female,IT,3,33,87008.0,No,Good,33,9,69.0,High,3,No,133275
10932,33,Male,Finance,2,8,35296.0,No,,4,7,39.0,Average,4,No,923124
10933,51,Male,IT,1,19,33380.0,No,Good,21,6,73.0,High,2,No,895304
10934,56,Female,Marketing,5,24,116239.0,No,Fair,24,2,54.0,Average,10,No,676052
10935,44,Female,Finance,1,18,40405.0,No,Good,44,6,16.0,Low,4,No,219564
10936,35,Female,Sales,5,4,90910.0,No,Good,31,6,62.0,High,10,No,715159
10937,49,Male,Sales,2,10,52218.0,Yes,Excellent,44,9,67.0,Low,3,No,710431
10938,28,Female,Sales,5,14,103633.0,No,Good,24,2,77.0,Average,8,No,266033
10939,25,Male,HR,1,7,27941.0,No,Good,10,1,53.0,Average,2,No,648754
10940,49,Female,Marketing,2,18,58305.0,No,Good,2,8,40.0,Average,9,No,508978
10941,24,Female,IT,1,22,54806.0,No,Fair,31,0,58.0,Average,3,No,774290
10942,32,Male,Sales,1,26,43348.0,Yes,Good,25,6,51.0,Average,4,No,285285
10943,22,Male,Finance,3,31,104450.0,Yes,Good,4,3,36.0,Average,10,No,956623
10944,47,Female,IT,1,25,44433.0,No,Fair,11,1,57.0,Average,10,No,805734
10945,51,Female,Sales,3,26,77159.0,No,Fair,17,1,36.0,Average,3,No,287974
10946,56,Female,HR,1,18,38298.0,Yes,,44,7,66.0,High,3,Yes,694843
10947,56,Male,IT,2,28,89040.0,No,Good,2,6,41.0,High,8,No,726166
10948,46,Male,Finance,3,32,97771.0,No,Fair,6,6,42.0,Average,8,No,941307
10949,47,Male,Sales,2,18,61217.0,No,Good,9,4,34.0,Average,6,No,532530
10950,25,Male,Sales,3,18,80371.0,No,Good,5,9,62.0,High,4,No,807535
10951,40,Male,IT,3,32,87782.0,No,Good,20,7,36.0,Average,1,No,316272
10952,31,Male,Sales,4,15,91956.0,No,Excellent,29,1,70.0,Average,4,No,551631
10953,30,Female,IT,2,22,62415.0,No,Excellent,21,1,55.0,Average,8,No,444604
10954,58,Female,IT,3,6,72054.0,Yes,Good,9,4,15.0,High,6,No,670543
10955,26,Male,HR,5,25,119347.0,Yes,Poor,28,0,63.0,Average,2,No,411806
10956,28,Female,Marketing,3,31,88930.0,Yes,Good,8,5,24.0,Average,3,No,450226
10957,43,Female,IT,2,11,42211.0,No,Good,31,3,41.0,Average,7,No,704654
10958,46,Male,Sales,3,7,63240.0,Yes,Good,20,5,77.0,Average,4,No,571394
10959,32,Female,IT,3,4,60557.0,Yes,Good,27,6,53.0,Average,4,No,843982
10960,46,Male,Finance,3,27,79190.0,No,Fair,8,2,23.0,Average,5,No,149496
10961,33,Male,Finance,1,4,25518.0,Yes,Good,21,7,59.0,Average,8,No,465627
10962,38,Female,Sales,1,25,49399.0,Yes,Fair,28,6,44.0,Average,7,No,409935
10963,45,Male,Marketing,4,4,82880.0,Yes,Good,23,0,11.0,Average,9,No,589214
10964,53,Male,IT,1,21,50474.0,No,Fair,6,5,9.0,High,5,No,288307
10965,32,Male,Sales,3,14,71365.0,Yes,Good,3,6,46.0,High,1,Yes,925572
10966,56,Male,Sales,2,12,44181.0,No,Poor,5,3,52.0,Average,4,No,603954
10967,24,Male,Sales,2,27,63416.0,No,Good,9,1,11.0,Average,6,No,472009
10968,25,Male,Finance,1,32,66972.0,No,Good,7,9,15.0,Low,6,No,787436
10969,57,Male,Sales,1,22,45392.0,No,Fair,4,8,77.0,Average,9,No,733163
10970,28,Male,Sales,5,32,138876.0,No,Good,39,6,53.0,Average,10,No,675920
10971,48,Female,Marketing,4,17,95391.0,Yes,Good,5,0,34.0,Average,5,No,600110
10972,51,Female,HR,3,29,93322.0,Yes,Good,11,7,45.0,Average,5,No,908635
10973,29,Female,Sales,2,25,71632.0,Yes,Good,15,2,7.0,Average,6,No,606691
10974,49,Male,Sales,3,15,64661.0,Yes,Good,34,3,44.0,High,6,Yes,979824
10975,34,Male,Sales,3,12,70241.0,Yes,Good,13,4,55.0,Low,3,Yes,998458
10976,42,Female,Sales,2,32,66978.0,Yes,Good,7,0,36.0,Average,6,No,669930
10977,31,Female,IT,1,25,46290.0,No,Good,40,5,52.0,Low,8,No,488790
10978,43,Female,Sales,3,0,57841.0,No,Good,6,9,75.0,High,6,No,483574
10979,21,Male,Sales,3,1,49047.0,No,Fair,39,5,75.0,High,5,No,895918
10980,57,Female,Finance,5,5,99356.0,No,Fair,30,1,24.0,Average,3,No,291667
10981,41,Female,IT,1,23,36609.0,Yes,Poor,22,9,,Low,1,No,263230
10982,46,Male,IT,3,17,81259.0,Yes,Fair,25,5,28.0,Average,5,No,352660
10983,56,Female,IT,2,26,63213.0,No,Good,28,7,44.0,Average,6,No,901113
10984,43,Male,HR,2,7,38237.0,Yes,Good,20,5,56.0,Average,6,No,679078
10985,21,Male,IT,1,27,41787.0,Yes,Fair,39,3,43.0,Average,6,No,941484
10986,35,Male,IT,2,9,43323.0,No,Excellent,3,3,72.0,Low,3,No,439381
10987,41,Female,HR,2,16,43754.0,No,Good,5,8,65.0,Average,4,No,901804
10988,29,Female,Marketing,2,28,66309.0,No,Excellent,1,5,69.0,Average,3,No,126611
10989,29,Male,Sales,3,5,66596.0,Yes,Good,15,7,66.0,Average,2,No,891955
10990,30,Female,Finance,3,13,68467.0,No,Good,26,7,6.0,Average,8,No,407937
10991,46,Female,Sales,3,21,72134.0,No,Poor,3,6,10.0,High,7,No,775593
10992,55,Female,Finance,4,5,79357.0,No,Fair,40,2,,Average,8,No,740753
10993,45,Female,IT,2,25,66827.0,No,Poor,41,9,47.0,High,6,No,256027
10994,46,Male,Finance,1,11,42939.0,No,Good,42,0,44.0,Average,7,No,824659
10995,31,Female,Sales,3,34,99544.0,Yes,Fair,34,4,43.0,High,1,No,933956
10996,58,Male,IT,1,13,35433.0,No,Good,5,9,32.0,High,10,No,867155
10997,22,Male,IT,2,21,66630.0,No,Fair,31,9,67.0,Average,5,No,404765
10998,27,Female,Finance,1,22,43593.0,No,Excellent,13,1,68.0,High,4,No,316050
10999,38,Male,IT,1,6,24747.0,No,Fair,43,9,16.0,Average,10,Yes,191418
11000,47,Female,IT,4,24,110753.0,No,Fair,1,1,45.0,Average,3,No,823361
11001,54,Female,IT,1,12,22586.0,No,Fair,22,6,33.0,Low,2,No,825347
11002,47,Male,HR,2,20,65807.0,No,Good,15,2,27.0,Average,9,No,968029
11003,37,Male,IT,1,9,28135.0,No,Fair,26,7,55.0,Average,8,No,886447
11004,44,Male,Sales,3,8,61851.0,No,Good,18,8,49.0,High,10,No,890842
11005,45,Male,Marketing,2,14,49482.0,Yes,Poor,9,7,26.0,Average,2,No,643252
11006,27,Female,Finance,3,1,56122.0,Yes,,1,5,14.0,Average,6,No,170671
11007,26,Female,Marketing,2,24,64538.0,No,Excellent,43,4,11.0,Average,3,No,214128
11008,44,Female,Sales,1,12,29911.0,No,Poor,9,2,,Average,3,No,359534
11009,53,Male,Marketing,2,33,71384.0,No,Excellent,23,2,19.0,Average,5,No,959916
11010,49,Male,Finance,1,33,46168.0,No,Excellent,43,6,50.0,High,7,No,872640
11011,42,Male,IT,2,34,72457.0,Yes,Poor,2,4,65.0,Average,7,No,239674
11012,46,Female,IT,2,2,,Yes,Fair,14,5,65.0,Average,10,No,226003
11013,48,Male,HR,4,5,78907.0,No,Good,38,5,55.0,High,1,No,893664
11014,41,Female,Finance,1,18,51378.0,Yes,Good,40,8,42.0,Average,7,No,602571
11015,27,Male,IT,3,2,52704.0,No,Good,18,0,16.0,Low,7,No,288317
11016,37,Female,Sales,1,17,32257.0,Yes,Good,16,7,70.0,Average,6,No,825731
11017,40,Female,HR,2,8,41313.0,Yes,Good,29,9,58.0,Low,6,Yes,191602
11018,40,Male,Marketing,2,11,50120.0,No,Fair,44,4,43.0,High,2,No,390525
11019,42,Male,Marketing,4,4,80331.0,No,Excellent,11,5,43.0,Average,3,No,988079
11020,48,Female,Marketing,1,2,24770.0,No,Good,6,5,34.0,Average,3,No,217174
11021,27,Female,IT,1,10,34966.0,Yes,Good,3,0,52.0,Average,3,No,962737
11022,21,Male,Sales,2,29,76615.0,No,Excellent,14,2,35.0,Low,2,No,418169
11023,52,Male,Sales,1,3,19926.0,No,Good,2,5,29.0,High,9,No,968624
11024,33,Female,Sales,1,4,35118.0,No,Fair,32,8,72.0,High,6,No,809066
11025,50,Male,Sales,2,0,33871.0,No,Good,31,5,55.0,High,2,No,100819
11026,43,Female,HR,1,26,49856.0,Yes,Good,11,5,17.0,Average,3,No,266455
11027,39,Female,Sales,1,27,58174.0,No,Poor,22,0,67.0,Average,10,No,571900
11028,52,Male,IT,3,28,90998.0,No,Excellent,3,8,46.0,Low,6,No,171605
11029,50,Male,Marketing,2,17,42954.0,No,Fair,31,3,58.0,Average,4,No,367784
11030,49,Male,IT,1,11,31233.0,Yes,Good,33,1,71.0,Average,7,No,684176
11031,49,Male,Marketing,1,12,37571.0,No,Good,24,0,60.0,Average,6,No,464432
11032,50,Male,IT,3,1,47139.0,No,,1,2,,High,6,No,580026
11033,36,Female,Sales,1,15,40504.0,Yes,Excellent,44,2,50.0,Average,3,Yes,686532
11034,39,Female,HR,2,23,65940.0,Yes,Excellent,15,4,19.0,Low,8,No,304309
11035,38,Male,Sales,1,34,65903.0,No,Good,37,0,36.0,Low,9,No,350951
11036,21,Male,HR,3,21,75048.0,No,Fair,27,6,53.0,Average,6,No,355842
11037,34,Male,IT,2,10,53975.0,No,Fair,38,0,25.0,Low,2,No,823935
11038,22,Female,Sales,3,28,88557.0,No,Good,27,3,69.0,Average,1,No,809447
11039,48,Male,Sales,4,34,,No,Fair,44,5,74.0,Average,3,No,918347
11040,50,Male,HR,3,14,87516.0,No,Good,12,0,31.0,Average,3,No,667930
11041,58,Female,Marketing,1,30,63229.0,Yes,Excellent,3,6,27.0,High,8,No,215290
11042,24,Female,Finance,1,15,38883.0,No,Good,30,9,51.0,Average,5,No,868735
11043,21,Male,Finance,2,9,60726.0,No,Excellent,32,6,16.0,Average,1,No,811971
11044,28,Male,Sales,1,31,58820.0,Yes,Good,23,2,70.0,Average,4,No,472577
11045,49,Male,Finance,1,1,13752.0,No,Good,2,3,9.0,Average,7,No,615323
11046,59,Female,Finance,3,23,81364.0,No,Excellent,7,5,13.0,High,5,No,617528
11047,23,Male,IT,2,22,66970.0,No,Good,34,6,24.0,Low,10,No,492158
11048,52,Male,Marketing,2,1,42155.0,No,Excellent,32,3,67.0,Average,6,No,342030
11049,30,Male,HR,3,30,83248.0,No,Fair,39,9,76.0,High,10,No,927647
11050,30,Female,Marketing,3,25,77438.0,Yes,Fair,32,8,77.0,Average,4,No,877740
11051,39,Female,Marketing,1,28,49552.0,No,Excellent,43,8,75.0,Average,2,No,364631
11052,54,Male,Sales,4,2,77607.0,No,Good,43,8,34.0,Average,9,No,199662
11053,53,Male,IT,1,13,37575.0,No,Excellent,14,9,20.0,Average,2,No,161045
11054,43,Female,Marketing,3,24,83647.0,No,Excellent,3,5,9.0,High,2,No,454738
11055,48,Female,Sales,3,0,48993.0,No,Poor,32,1,33.0,Low,2,No,215377
11056,52,Female,IT,3,2,66821.0,Yes,Good,43,1,51.0,Low,1,Yes,324716
11057,27,Female,Marketing,2,25,59567.0,Yes,Good,36,3,26.0,Average,3,No,305107
11058,49,Female,IT,1,17,46214.0,No,Good,17,8,61.0,Average,6,No,683328
11059,28,Female,Sales,2,8,50032.0,Yes,Good,3,2,39.0,Average,7,No,201470
11060,21,Female,IT,3,22,88081.0,Yes,Fair,10,5,64.0,Average,1,No,976952
11061,23,Female,Sales,2,20,,No,Good,40,1,74.0,Average,5,No,947727
11062,44,Female,IT,4,0,71144.0,No,Good,18,0,64.0,Average,5,No,100825
11063,43,Male,Sales,2,20,60330.0,Yes,Fair,3,4,62.0,High,1,No,232263
11064,28,Male,IT,1,26,46341.0,No,Excellent,39,7,7.0,Average,4,No,493125
11065,57,Male,IT,1,5,25351.0,No,Good,10,9,38.0,Average,10,No,294562
11066,23,Female,Finance,2,27,77874.0,No,Excellent,9,9,49.0,Average,1,No,573459
11067,53,Male,IT,2,16,47418.0,No,Fair,11,1,54.0,High,1,No,401697
11068,48,Female,IT,3,2,,No,Fair,33,9,6.0,High,7,No,881334
11069,28,Female,IT,3,11,62605.0,Yes,Good,36,8,19.0,High,7,No,456449
11070,54,Male,Sales,4,11,84633.0,Yes,Poor,26,7,41.0,Average,3,No,631101
11071,55,Female,IT,4,1,72386.0,No,Excellent,27,2,19.0,High,7,No,650638
11072,52,Male,Sales,4,21,101833.0,No,Poor,38,0,64.0,Average,3,No,318633
11073,44,Male,Marketing,1,22,44602.0,No,,22,3,68.0,Average,2,No,313525
11074,34,Male,Sales,3,29,90617.0,No,Good,26,7,56.0,Average,10,No,864723
11075,52,Female,IT,1,4,25190.0,No,Good,22,2,27.0,High,4,No,319502
11076,36,Male,IT,1,8,29072.0,No,Poor,5,9,,High,10,No,265047
11077,24,Female,IT,3,20,82219.0,Yes,Good,35,1,45.0,High,3,Yes,518208
11078,57,Male,Sales,2,10,47266.0,Yes,Good,2,6,,High,7,No,274808
11079,41,Male,IT,1,4,32678.0,No,Fair,35,3,29.0,Average,1,Yes,232309
11080,34,Male,IT,1,34,74049.0,Yes,Excellent,9,5,41.0,Average,6,No,629231
11081,51,Female,Finance,1,26,53437.0,Yes,Fair,18,4,44.0,Low,2,No,284989
11082,38,Female,HR,4,1,74567.0,No,Good,43,1,50.0,High,8,No,230257
11083,27,Female,IT,1,23,49347.0,No,Good,12,9,64.0,Average,5,No,192055
11084,30,Male,IT,1,30,47393.0,No,Fair,3,1,23.0,High,3,No,192292
11085,27,Male,IT,2,32,75480.0,Yes,Excellent,18,8,13.0,Average,10,No,514436
11086,53,Female,IT,2,29,66412.0,Yes,Good,38,9,73.0,Average,7,No,541014
11087,43,Female,IT,4,27,107459.0,Yes,Poor,7,1,9.0,Low,2,No,652982
11088,41,Female,Sales,1,30,49641.0,No,Good,33,7,30.0,Average,5,No,783610
11089,39,Female,Sales,2,10,45931.0,No,Good,6,7,23.0,High,8,No,310550
11090,39,Female,Sales,3,22,,No,Good,18,0,34.0,Low,1,No,526443
11091,56,Female,Sales,4,1,66160.0,No,Good,22,0,52.0,Average,1,No,178305
11092,49,Male,IT,3,26,87329.0,No,Poor,39,3,20.0,Low,3,No,575255
11093,38,Female,IT,4,34,107586.0,Yes,Fair,9,1,75.0,Average,3,No,284992
11094,22,Male,Sales,1,1,25582.0,No,Excellent,35,0,22.0,Average,7,Yes,110447
11095,21,Male,Marketing,2,20,54276.0,No,Poor,23,8,60.0,Average,6,No,351740
11096,25,Female,Sales,2,4,43519.0,No,Excellent,12,2,25.0,High,7,No,174045
11097,40,Female,Finance,4,20,91428.0,No,Poor,24,0,35.0,Average,4,No,909297
11098,31,Male,IT,1,28,53912.0,Yes,Excellent,40,1,5.0,Average,2,No,941882
11099,22,Female,HR,1,19,31591.0,No,Good,9,7,7.0,Average,2,No,116134
11100,23,Female,Sales,2,19,56080.0,No,Good,13,4,29.0,Average,10,No,354819
11101,43,Male,IT,1,24,41722.0,Yes,Fair,40,6,,Average,1,Yes,676666
11102,32,Male,HR,1,1,24499.0,Yes,Poor,42,5,69.0,Average,9,No,206889
11103,40,Male,Marketing,5,31,129973.0,No,Fair,17,0,66.0,Average,7,No,512152
11104,25,Female,IT,2,25,58604.0,No,Fair,7,5,11.0,Average,10,No,309866
11105,57,Male,Marketing,3,5,58780.0,Yes,Fair,17,6,11.0,Average,3,No,817112
11106,58,Female,Sales,3,2,51766.0,No,Good,24,3,12.0,High,2,No,820669
11107,50,Male,Finance,2,32,80101.0,Yes,Good,2,7,23.0,High,3,No,777122
11108,29,Male,IT,1,0,25629.0,No,Good,35,7,21.0,Average,7,Yes,889660
11109,54,Male,Finance,1,4,14150.0,Yes,Good,28,6,15.0,Average,5,No,159405
11110,55,Female,Sales,2,12,55360.0,Yes,Good,19,1,53.0,Average,3,No,214764
11111,42,Female,IT,3,18,70660.0,No,Good,33,5,15.0,Average,9,No,431090
11112,44,Male,IT,2,11,47682.0,Yes,Good,21,5,45.0,High,2,No,755768
11113,37,Male,Finance,1,24,46993.0,No,Good,10,6,66.0,High,7,No,743068
11114,30,Male,HR,2,34,87699.0,Yes,Excellent,9,5,56.0,Average,10,No,147497
11115,50,Female,Marketing,4,11,79176.0,No,Fair,38,1,70.0,Average,6,No,886254
11116,43,Male,Sales,4,29,111808.0,Yes,Poor,6,7,72.0,Low,6,No,151419
11117,52,Female,Finance,4,4,69770.0,No,Good,42,3,79.0,Average,7,No,813447
11118,37,Male,Marketing,3,33,86156.0,No,Fair,35,8,71.0,High,6,No,743504
11119,37,Male,Finance,2,21,61370.0,Yes,Excellent,18,7,44.0,Average,2,No,482406
11120,34,Male,IT,3,12,68530.0,No,Excellent,19,2,9.0,Average,5,No,236845
11121,29,Male,IT,1,2,3406.0,Yes,Poor,5,2,26.0,Average,3,No,988733
11122,22,Male,Marketing,3,19,83757.0,No,Fair,25,7,41.0,Average,9,No,552391
11123,45,Male,Sales,3,30,77165.0,Yes,,11,1,15.0,Average,8,No,561453
11124,59,Female,IT,1,4,21924.0,No,Good,10,8,48.0,Average,10,No,759267
11125,29,Male,IT,3,23,89565.0,No,Fair,17,3,57.0,Average,2,No,618960
11126,42,Female,Finance,4,32,123655.0,No,Good,36,5,65.0,Average,1,No,900273
11127,24,Male,Sales,1,7,24221.0,No,Good,26,2,71.0,High,4,No,453010
11128,46,Male,IT,4,23,91002.0,No,Fair,31,2,17.0,Low,4,No,809439
11129,49,Female,Finance,1,19,48543.0,No,Poor,32,2,15.0,High,10,No,834303
11130,54,Male,Sales,3,15,77190.0,No,Good,21,9,15.0,Average,2,No,554683
11131,43,Female,Marketing,2,11,46266.0,No,Fair,18,1,11.0,Average,7,No,154501
11132,57,Female,Sales,2,12,46705.0,Yes,Excellent,18,7,21.0,High,3,No,161855
11133,31,Male,HR,4,24,96495.0,No,Good,1,8,52.0,Average,7,No,197735
11134,26,Female,Sales,4,31,107132.0,No,Good,14,7,18.0,High,7,No,351928
11135,38,Female,Sales,3,23,83496.0,No,Excellent,8,9,67.0,Average,1,No,191822
11136,41,Male,Marketing,1,8,24203.0,No,Excellent,2,2,68.0,Average,6,No,775219
11137,56,Female,HR,4,22,95762.0,Yes,Good,15,6,79.0,Average,4,No,434496
11138,58,Male,IT,1,12,36247.0,No,Fair,34,9,69.0,High,8,No,542909
11139,54,Male,Sales,4,31,100305.0,Yes,Good,36,1,38.0,High,8,No,585583
11140,37,Male,IT,2,14,50544.0,Yes,Good,1,3,13.0,Average,3,No,746068
11141,57,Male,IT,1,4,12744.0,Yes,Fair,21,5,41.0,Average,4,No,576120
11142,45,Female,HR,3,21,79850.0,No,Excellent,42,4,34.0,Average,1,Yes,708869
11143,58,Male,HR,1,15,24363.0,Yes,Fair,1,8,45.0,High,10,No,919817
11144,32,Male,Marketing,1,9,34140.0,Yes,Poor,32,9,49.0,Average,2,No,308713
11145,43,Female,HR,2,23,,No,Poor,20,3,51.0,Average,7,No,517860
11146,42,Male,IT,1,17,27764.0,Yes,Good,36,4,11.0,Average,7,No,105639
11147,41,Male,HR,1,17,36218.0,Yes,Good,39,3,18.0,Average,9,No,326938
11148,47,Female,Finance,1,6,35466.0,Yes,Fair,30,7,52.0,Average,10,No,963584
11149,51,Female,HR,2,3,43867.0,No,Fair,7,7,10.0,High,9,No,382724
11150,26,Female,IT,1,25,36466.0,No,Fair,22,2,38.0,Average,9,No,984736
11151,47,Female,Sales,3,4,50741.0,Yes,Good,10,0,50.0,High,6,No,389118
11152,54,Female,Marketing,1,15,33626.0,No,Poor,8,5,63.0,Low,8,No,618150
11153,32,Female,HR,4,34,126230.0,No,Excellent,27,1,74.0,Average,9,No,538589
11154,27,Female,Finance,4,25,96366.0,Yes,Fair,10,1,12.0,Average,7,No,475406
11155,30,Male,IT,1,17,32814.0,Yes,Excellent,14,2,28.0,Average,4,No,327158
11156,37,Female,Sales,3,28,96764.0,No,,11,7,71.0,High,4,No,147612
11157,46,Female,Finance,4,22,99569.0,No,Good,6,2,8.0,Low,6,No,517977
11158,41,Female,HR,5,13,111918.0,Yes,Fair,21,6,5.0,Low,4,No,358775
11159,48,Male,Marketing,3,14,66437.0,Yes,Poor,33,9,38.0,Average,7,No,634989
11160,22,Male,Marketing,1,32,55790.0,No,Excellent,19,9,13.0,Low,8,No,907254
11161,21,Female,Marketing,3,24,90693.0,Yes,Excellent,39,8,67.0,High,8,Yes,377114
11162,56,Female,Sales,3,20,,No,Good,24,7,14.0,Average,8,No,711016
11163,46,Female,Finance,3,16,79938.0,No,Good,18,0,14.0,Average,2,No,397991
11164,49,Male,IT,2,22,64723.0,No,Good,35,6,54.0,Low,10,No,123103
11165,41,Male,Marketing,4,16,84962.0,Yes,,43,6,48.0,Average,2,No,550695
11166,31,Female,IT,5,13,105502.0,No,Fair,37,7,52.0,Average,2,No,870430
11167,31,Male,Finance,1,28,57488.0,Yes,Good,19,9,10.0,Low,2,No,325465
11168,56,Female,IT,1,19,44816.0,No,Good,24,4,28.0,Average,4,No,602398
11169,59,Male,IT,1,29,52558.0,No,Good,34,9,62.0,Average,5,No,576063
11170,55,Male,Sales,4,18,82249.0,No,Excellent,22,8,,High,4,No,422931
11171,54,Female,Finance,3,12,57624.0,No,Fair,4,8,60.0,Average,5,No,248016
11172,44,Female,IT,3,17,64900.0,No,Fair,10,7,16.0,Average,4,No,592709
11173,42,Female,IT,2,22,59337.0,No,Good,2,5,39.0,High,7,No,870945
11174,25,Female,Finance,2,32,72137.0,No,Good,8,5,75.0,High,10,No,639262
11175,53,Male,IT,2,17,47547.0,No,Fair,33,0,10.0,High,1,Yes,409128
11176,56,Male,Sales,2,8,51735.0,No,Good,38,5,69.0,High,1,No,146893
11177,40,Male,IT,3,32,84817.0,No,Excellent,43,3,64.0,Average,2,No,593888
11178,39,Female,IT,5,31,118976.0,No,Fair,28,3,72.0,Average,1,No,621904
11179,55,Male,IT,4,16,91729.0,Yes,Good,10,1,33.0,Average,10,No,391996
11180,37,Female,Sales,4,18,99443.0,No,Good,1,3,42.0,Average,10,No,367097
11181,54,Male,Sales,2,26,79529.0,No,Good,34,4,26.0,High,3,No,845178
11182,29,Female,HR,2,5,45495.0,No,Excellent,3,4,12.0,Average,6,No,438917
11183,46,Female,Finance,3,34,104278.0,No,Good,9,4,67.0,Average,10,No,333756
11184,22,Male,Sales,4,33,104327.0,Yes,Good,5,3,17.0,Average,6,No,914880
11185,29,Female,IT,1,19,53758.0,Yes,Good,42,0,31.0,Average,1,No,656059
11186,29,Female,Marketing,2,24,53631.0,Yes,Good,10,9,22.0,High,6,No,151550
11187,37,Male,Sales,1,3,18576.0,Yes,,12,7,22.0,Average,5,No,155378
11188,21,Female,IT,3,9,68163.0,No,Excellent,18,2,66.0,Average,7,No,285967
11189,45,Female,Finance,2,9,37168.0,No,Good,21,1,18.0,High,6,No,342329
11190,45,Female,Marketing,2,23,58037.0,No,Fair,21,8,,Average,7,No,289809
11191,59,Male,Finance,1,20,35484.0,No,Fair,1,6,21.0,High,2,No,692412
11192,55,Male,Finance,2,10,46138.0,Yes,Poor,3,8,55.0,Average,1,No,816170
11193,23,Female,Finance,4,26,111729.0,Yes,Poor,5,1,18.0,Average,7,No,355976
11194,57,Male,IT,1,15,36100.0,Yes,,25,8,61.0,High,9,No,311423
11195,50,Female,Finance,3,25,81221.0,No,Good,8,9,10.0,Average,2,No,434036
11196,58,Female,Sales,3,29,71494.0,No,Good,17,8,61.0,Average,7,No,862785
11197,54,Female,Marketing,4,15,92800.0,Yes,Good,9,8,8.0,Average,3,No,376839
11198,32,Female,IT,1,6,29940.0,Yes,Excellent,32,9,15.0,High,6,No,546677
11199,39,Female,IT,5,15,97799.0,Yes,Good,6,9,78.0,Low,3,No,363547
11200,57,Male,Sales,3,34,94398.0,No,Excellent,40,3,15.0,High,10,No,730983
11201,37,Female,Finance,5,15,109158.0,No,,21,9,12.0,Average,5,No,783687
11202,30,Male,Sales,4,11,90987.0,No,Excellent,7,2,63.0,Average,2,No,692109
11203,32,Male,Marketing,1,34,54451.0,No,Good,7,5,25.0,High,8,No,239934
11204,36,Female,Finance,1,20,36747.0,No,Fair,39,2,69.0,Average,8,No,298336
11205,44,Female,Sales,1,16,34461.0,Yes,Good,27,8,28.0,Average,7,No,897862
11206,39,Male,Finance,2,31,80906.0,No,Good,8,2,34.0,High,6,No,789377
11207,28,Male,Finance,1,5,30263.0,No,Fair,9,1,61.0,High,1,No,264718
11208,51,Male,IT,1,23,45471.0,No,Good,28,7,77.0,Average,8,No,128922
11209,41,Female,HR,2,26,73318.0,No,Fair,15,5,21.0,Average,1,No,766903
11210,37,Male,Sales,1,19,26587.0,No,Poor,2,7,63.0,High,8,No,805009
11211,43,Female,Sales,1,24,51549.0,No,Excellent,7,6,35.0,High,2,No,192099
11212,57,Female,HR,2,1,30487.0,Yes,Good,18,2,68.0,High,8,No,279932
11213,36,Female,Marketing,1,8,38202.0,No,Excellent,22,7,52.0,Average,10,No,553604
11214,26,Male,Sales,2,27,186042.0,Yes,Good,20,9,27.0,High,4,No,422236
11215,28,Female,Finance,2,2,33283.0,Yes,Good,33,0,74.0,Average,7,Yes,959546
11216,45,Female,HR,2,19,62174.0,No,Good,7,0,34.0,Low,5,No,383407
11217,38,Female,IT,4,5,81953.0,No,Good,3,9,59.0,Average,8,No,176204
11218,45,Female,Finance,2,32,71722.0,Yes,,14,7,11.0,Average,6,No,968890
11219,32,Female,Marketing,2,0,38228.0,No,Fair,44,8,79.0,Average,5,No,505448
11220,35,Male,HR,2,5,44972.0,No,Excellent,36,9,16.0,Average,1,No,764452
11221,46,Female,IT,4,33,113958.0,Yes,,13,5,64.0,Low,3,No,602727
11222,46,Female,IT,4,14,86372.0,No,Good,16,4,56.0,Average,10,No,358257
11223,52,Male,Sales,4,25,105031.0,No,Excellent,16,1,31.0,Low,9,No,402626
11224,30,Female,HR,3,13,78038.0,No,Good,5,8,16.0,Average,9,No,264330
11225,36,Male,IT,1,6,17847.0,No,Excellent,25,5,17.0,Low,5,No,478541
11226,27,Female,IT,1,30,48959.0,Yes,Good,38,7,76.0,Low,3,No,683385
11227,37,Male,Finance,1,23,45763.0,No,Poor,38,8,66.0,Average,6,No,975063
11228,43,Male,HR,4,30,101662.0,No,Excellent,38,8,,Average,5,No,118302
11229,46,Female,IT,3,28,76779.0,No,Good,39,7,39.0,High,1,No,700050
11230,41,Female,IT,3,31,,Yes,Good,41,9,64.0,High,2,No,403078
11231,42,Female,Finance,2,16,41827.0,No,Good,26,7,33.0,High,5,No,700727
11232,27,Male,Marketing,4,13,85185.0,No,Fair,13,2,35.0,Average,9,No,843305
11233,34,Male,IT,1,23,50153.0,Yes,Good,44,2,65.0,Average,4,No,142446
11234,35,Male,Finance,1,26,50800.0,No,Excellent,26,1,6.0,Low,9,No,433779
11235,27,Female,HR,2,24,62476.0,No,Poor,1,0,37.0,High,3,No,388220
11236,29,Male,IT,2,31,66615.0,Yes,Fair,8,3,76.0,Low,1,No,542565
11237,28,Male,HR,2,17,58463.0,No,Poor,4,1,66.0,Average,6,No,208463
11238,43,Female,IT,4,17,86469.0,No,Good,21,1,63.0,Average,10,No,620712
11239,49,Male,Finance,1,25,49595.0,No,Good,22,4,44.0,Average,7,No,146578
11240,38,Male,Marketing,2,8,46445.0,No,Good,37,3,53.0,High,4,No,765086
11241,51,Female,Sales,2,34,77706.0,No,Excellent,3,0,36.0,High,10,No,937297
