,transfrom__WorkLifeBalance,transform_num__MonthlyIncome,Ordinal_Encoding__PerformanceRating,OneHot_Encoding__Department_HR,OneHot_Encoding__Department_IT,OneHot_Encoding__Department_Marketing,OneHot_Encoding__Department_Sales,OneHot_Encoding__Gender_Male,OneHot_Encoding__Overtime_Yes,remainder__Age,remainder__JobLevel,remainder__YearsAtCompany,remainder__DistanceFromHome,remainder__NumCompaniesWorked,remainder__SatisfactionScore,Attrition
630,3.0,85035.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,4.0,2.0,1.0,0.0,9.0,0
631,1.0,44269.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,1.0,28.0,33.0,0.0,3.0,0
632,3.0,90433.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,4.0,10.0,7.0,9.0,1.0,0
633,1.0,134473.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,5.0,32.0,9.0,4.0,1.0,0
634,3.0,55909.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,10.0,1.0,0.0,10.0,0
635,1.0,83426.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,3.0,26.0,16.0,3.0,6.0,0
636,0.0,127760.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,5.0,32.0,18.0,0.0,7.0,0
637,2.0,68282.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,57.0,3.0,20.0,6.0,1.0,9.0,0
638,2.0,70352.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,2.0,30.0,2.0,1.0,6.0,0
639,3.0,78439.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,4.0,1.0,9.0,3.0,5.0,0
640,2.0,82854.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,3.0,26.0,4.0,7.0,2.0,0
641,1.0,59626.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,3.0,10.0,23.0,1.0,2.0,0
642,2.0,39896.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,41.0,1.0,17.0,43.0,8.0,8.0,0
643,2.0,53927.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,3.0,0.0,43.0,8.0,1.0,0
644,1.0,163704.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,34.0,16.0,1.0,8.0,0
645,2.0,59626.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,4.0,34.0,39.0,0.0,10.0,0
646,2.0,62477.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,2.0,30.0,25.0,9.0,7.0,0
647,3.0,50451.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,27.0,16.0,9.0,7.0,0
648,3.0,44312.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,2.0,0.0,35.0,8.0,5.0,0
649,1.0,44115.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,1.0,24.0,17.0,1.0,3.0,0
650,2.0,72436.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,54.0,3.0,19.0,18.0,7.0,7.0,0
651,2.0,59626.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,4.0,2.0,27.0,2.0,7.0,0
652,2.0,74180.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,4.0,1.0,15.0,0.0,7.0,0
653,2.0,42872.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,1.0,17.0,17.0,0.0,2.0,1
654,2.0,29030.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,1.0,9.0,43.0,9.0,3.0,0
655,2.0,62470.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,46.0,4.0,4.0,5.0,1.0,3.0,0
656,3.0,88679.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,4.0,8.0,16.0,6.0,4.0,0
657,3.0,49620.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,1.0,15.0,5.0,9.0,0
658,3.0,83304.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,2.0,33.0,42.0,1.0,10.0,0
659,3.0,50766.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,30.0,34.0,3.0,1.0,0
660,2.0,85506.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,4.0,9.0,19.0,1.0,7.0,0
661,1.0,64399.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,3.0,11.0,8.0,0.0,7.0,0
662,2.0,35494.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,1.0,20.0,10.0,2.0,4.0,0
663,0.0,24736.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1.0,5.0,5.0,3.0,1.0,0
664,2.0,73506.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,4.0,2.0,26.0,9.0,3.0,0
665,2.0,31851.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,1.0,9.0,22.0,4.0,5.0,0
666,2.0,41139.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,2.0,4.0,44.0,4.0,2.0,1
667,3.0,59275.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,2.0,25.0,23.0,6.0,7.0,0
668,3.0,38540.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,34.0,1.0,20.0,13.0,9.0,10.0,0
669,1.0,43572.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,1.0,25.0,9.0,7.0,10.0,0
670,2.0,91701.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,4.0,25.0,20.0,8.0,7.0,0
671,2.0,72170.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,4.0,7.0,28.0,6.0,10.0,0
672,2.0,75533.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,4.0,44.0,4.0,5.0,0
673,2.0,97342.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,4.0,14.0,37.0,8.0,10.0,0
674,2.0,59626.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,58.0,2.0,15.0,24.0,7.0,6.0,0
675,2.0,67455.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,54.0,4.0,0.0,44.0,9.0,1.0,0
676,3.0,46912.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,2.0,15.0,33.0,8.0,4.0,0
677,2.0,56583.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3.0,2.0,20.0,9.0,4.0,0
678,1.0,133075.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,5.0,30.0,30.0,7.0,8.0,0
679,2.0,44416.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,12.0,44.0,5.0,2.0,0
680,2.0,55712.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,54.0,2.0,15.0,9.0,3.0,1.0,0
681,1.0,60839.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,58.0,2.0,20.0,17.0,8.0,7.0,0
682,0.0,15939.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,1.0,36.0,8.0,6.0,0
683,2.0,46940.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,1.0,26.0,14.0,9.0,5.0,0
684,2.0,105775.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,4.0,25.0,19.0,9.0,8.0,0
685,1.0,116910.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,5.0,24.0,7.0,8.0,2.0,0
686,2.0,59626.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,2.0,10.0,3.0,9.0,2.0,0
687,2.0,26247.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1.0,7.0,33.0,2.0,9.0,0
688,1.0,22855.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,1.0,7.0,44.0,2.0,1.0,0
689,0.0,109950.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,4.0,32.0,32.0,5.0,6.0,0
690,3.0,31083.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,2.0,6.0,11.0,5.0,3.0,0
691,0.0,63293.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,2.0,20.0,42.0,5.0,5.0,0
692,3.0,58510.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,2.0,7.0,2.0,4.0,8.0,0
693,2.0,56687.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,2.0,20.0,26.0,4.0,7.0,0
694,1.0,61043.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,2.0,19.0,4.0,1.0,4.0,0
695,2.0,85509.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,44.0,4.0,7.0,17.0,6.0,8.0,0
696,0.0,97681.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,3.0,30.0,17.0,3.0,10.0,0
697,1.0,86014.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,54.0,3.0,28.0,28.0,2.0,2.0,0
698,1.0,34780.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,2.0,8.0,30.0,7.0,7.0,0
699,2.0,72403.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,3.0,14.0,40.0,3.0,5.0,0
700,1.0,89571.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,3.0,29.0,23.0,3.0,6.0,0
701,2.0,45926.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,31.0,1.0,25.0,24.0,7.0,3.0,0
702,2.0,45998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,9.0,29.0,0.0,10.0,0
703,1.0,52462.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,28.0,4.0,8.0,7.0,0
704,0.0,92170.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,51.0,4.0,15.0,38.0,6.0,7.0,0
705,0.0,60718.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,2.0,19.0,29.0,1.0,2.0,0
706,0.0,113893.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,5.0,21.0,19.0,5.0,1.0,0
707,2.0,27505.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,1.0,6.0,27.0,7.0,10.0,0
708,1.0,78689.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,3.0,22.0,29.0,4.0,2.0,0
709,2.0,91452.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,3.0,28.0,36.0,5.0,8.0,0
710,2.0,68235.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,3.0,15.0,35.0,9.0,10.0,0
711,2.0,68838.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,2.0,27.0,6.0,7.0,3.0,0
712,2.0,62257.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,2.0,30.0,23.0,5.0,4.0,0
713,2.0,67380.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,3.0,13.0,39.0,8.0,8.0,0
714,1.0,59804.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,1.0,32.0,44.0,8.0,3.0,0
715,1.0,21397.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,1.0,8.0,8.0,8.0,6.0,0
716,2.0,65279.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,2.0,26.0,2.0,5.0,2.0,0
717,1.0,49169.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,2.0,23.0,13.0,8.0,3.0,0
718,2.0,24191.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,12.0,40.0,2.0,1.0,0
719,2.0,41361.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,1.0,25.0,21.0,4.0,9.0,0
720,2.0,52210.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,38.0,1.0,28.0,31.0,1.0,4.0,0
721,2.0,88400.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,3.0,27.0,36.0,7.0,6.0,0
722,2.0,86063.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,27.0,38.0,3.0,7.0,0
723,2.0,78104.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,4.0,7.0,27.0,5.0,2.0,0
724,2.0,114125.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,5.0,22.0,36.0,5.0,8.0,0
725,2.0,73896.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,2.0,28.0,23.0,4.0,9.0,0
726,2.0,24076.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1.0,4.0,21.0,0.0,10.0,0
727,3.0,23196.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,1.0,6.0,13.0,6.0,2.0,0
728,2.0,56959.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,46.0,1.0,26.0,37.0,9.0,5.0,0
729,2.0,84899.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,4.0,1.0,26.0,7.0,2.0,0
730,2.0,57325.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,2.0,24.0,40.0,0.0,5.0,0
731,2.0,30735.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,46.0,1.0,8.0,7.0,9.0,7.0,0
732,0.0,59626.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,47.0,2.0,26.0,39.0,6.0,6.0,0
733,3.0,55681.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,3.0,0.0,22.0,3.0,4.0,0
734,0.0,81092.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,3.0,22.0,39.0,5.0,2.0,0
735,2.0,28465.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,1.0,9.0,23.0,8.0,7.0,1
736,2.0,121741.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,5.0,24.0,30.0,4.0,10.0,0
737,3.0,59626.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0,2.0,2.0,18.0,7.0,9.0,0
738,0.0,16531.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,1.0,5.0,42.0,4.0,1.0,1
739,2.0,77841.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,4.0,5.0,18.0,1.0,3.0,0
740,2.0,5583.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,10.0,3.0,7.0,0
741,1.0,91144.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,4.0,17.0,39.0,1.0,9.0,0
742,0.0,110983.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,5.0,22.0,30.0,6.0,5.0,0
743,2.0,57235.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,3.0,1.0,26.0,6.0,7.0,0
744,2.0,57261.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0,3.0,11.0,7.0,2.0,10.0,0
745,1.0,58126.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,34.0,2.0,21.0,7.0,6.0,7.0,0
746,2.0,100599.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,4.0,19.0,5.0,0.0,4.0,0
747,2.0,59542.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,2.0,23.0,1.0,0.0,5.0,0
748,2.0,65370.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,3.0,19.0,18.0,8.0,2.0,0
749,3.0,59626.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,13.0,5.0,8.0,0
750,2.0,86480.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0,5.0,0.0,25.0,4.0,1.0,0
751,2.0,90084.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,4.0,16.0,40.0,5.0,2.0,0
752,3.0,31620.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,8.0,5.0,3.0,0
753,1.0,136646.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,5.0,29.0,10.0,0.0,7.0,0
754,1.0,47051.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,3.0,2.0,32.0,4.0,6.0,0
755,2.0,101000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,4.0,10.0,17.0,8.0,7.0,0
756,2.0,79256.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,3.0,23.0,38.0,3.0,5.0,0
757,2.0,62300.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,2.0,21.0,15.0,2.0,4.0,0
758,2.0,62551.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,2.0,25.0,15.0,0.0,7.0,0
759,2.0,46700.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,2.0,12.0,40.0,1.0,3.0,0
760,2.0,49291.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,3.0,0.0,20.0,2.0,10.0,0
761,1.0,67207.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,2.0,23.0,15.0,3.0,7.0,0
762,3.0,38335.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,2.0,9.0,35.0,6.0,2.0,1
763,1.0,78984.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,48.0,2.0,34.0,6.0,5.0,8.0,0
764,3.0,86493.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,4.0,23.0,30.0,7.0,6.0,0
765,1.0,70041.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,2.0,27.0,8.0,8.0,3.0,0
766,3.0,41094.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,1.0,15.0,31.0,5.0,3.0,0
767,0.0,28352.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,1.0,15.0,32.0,6.0,5.0,0
768,1.0,123816.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,16.0,30.0,3.0,3.0,0
769,0.0,53108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,14.0,18.0,1.0,6.0,0
770,2.0,45590.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1.0,15.0,13.0,8.0,2.0,0
771,3.0,29668.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,1.0,14.0,24.0,8.0,8.0,0
772,2.0,128495.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,4.0,33.0,40.0,3.0,9.0,0
773,3.0,69655.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,4.0,10.0,14.0,2.0,7.0,0
774,2.0,34022.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,2.0,0.0,28.0,9.0,3.0,0
775,2.0,96608.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,5.0,14.0,11.0,5.0,10.0,0
776,3.0,59106.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,1.0,25.0,6.0,2.0,4.0,0
777,1.0,56029.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,3.0,3.0,25.0,0.0,10.0,0
778,2.0,57769.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,3.0,4.0,1.0,3.0,2.0,0
779,3.0,79459.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,2.0,34.0,25.0,0.0,9.0,0
780,3.0,50371.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,2.0,12.0,2.0,1.0,5.0,0
781,3.0,43237.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,9.0,32.0,2.0,2.0,0
782,2.0,40460.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,2.0,10.0,13.0,7.0,10.0,0
783,1.0,75411.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,3.0,17.0,33.0,9.0,6.0,0
784,3.0,59873.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,1.0,33.0,32.0,3.0,7.0,0
785,2.0,48572.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,1.0,22.0,24.0,3.0,2.0,0
786,3.0,36676.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,1.0,6.0,27.0,9.0,1.0,0
787,2.0,7357.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,1.0,2.0,4.0,8.0,7.0,0
788,2.0,48793.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0,11.0,24.0,6.0,1.0,0
789,2.0,32350.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,57.0,1.0,6.0,23.0,1.0,3.0,0
790,1.0,101252.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,4.0,25.0,29.0,2.0,4.0,0
791,2.0,42370.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,1.0,32.0,34.0,3.0,2.0,1
792,3.0,27053.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,1.0,14.0,21.0,3.0,7.0,0
793,3.0,57171.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,3.0,1.0,30.0,9.0,5.0,0
794,1.0,26953.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,1.0,6.0,26.0,7.0,1.0,0
795,2.0,95235.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,3.0,31.0,20.0,9.0,8.0,0
796,2.0,52913.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,3.0,3.0,16.0,9.0,10.0,0
797,2.0,42359.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,1.0,19.0,3.0,5.0,7.0,0
798,1.0,49524.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,31.0,37.0,2.0,4.0,0
799,3.0,69959.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,2.0,27.0,40.0,8.0,2.0,1
800,2.0,32719.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,1.0,12.0,44.0,9.0,7.0,1
801,2.0,13074.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,25.0,7.0,2.0,0
802,2.0,68149.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,34.0,23.0,8.0,6.0,0
803,2.0,42566.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,1.0,29.0,44.0,4.0,1.0,0
804,2.0,63950.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,2.0,24.0,1.0,2.0,7.0,0
805,1.0,66942.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,3.0,15.0,33.0,3.0,7.0,0
806,1.0,86605.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,3.0,18.0,15.0,4.0,4.0,0
807,2.0,21590.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,17.0,8.0,4.0,0
808,3.0,18904.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,1.0,4.0,34.0,8.0,10.0,0
809,2.0,95521.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,4.0,21.0,17.0,2.0,5.0,0
810,1.0,74767.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,2.0,23.0,41.0,6.0,2.0,0
811,2.0,69922.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,48.0,4.0,3.0,44.0,5.0,9.0,0
812,3.0,45813.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,2.0,17.0,4.0,3.0,10.0,0
813,2.0,73746.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,15.0,13.0,4.0,4.0,0
814,3.0,58281.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,17.0,4.0,9.0,9.0,0
815,2.0,65196.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,21.0,7.0,1.0,3.0,0
816,2.0,41235.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,2.0,1.0,9.0,6.0,9.0,0
817,2.0,70624.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,2.0,20.0,23.0,3.0,1.0,0
818,1.0,41291.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,28.0,33.0,1.0,7.0,0
819,2.0,58783.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,35.0,2.0,25.0,33.0,5.0,4.0,0
820,2.0,81973.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,3.0,20.0,20.0,1.0,7.0,0
821,3.0,84566.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,4.0,16.0,4.0,9.0,10.0,0
822,3.0,45260.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,15.0,1.0,1.0,6.0,0
823,1.0,83195.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,30.0,42.0,6.0,4.0,0
824,1.0,17880.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,8.0,34.0,0.0,4.0,0
825,2.0,87892.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,3.0,30.0,27.0,6.0,8.0,0
826,1.0,51243.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,2.0,13.0,21.0,9.0,7.0,0
827,2.0,99054.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,5.0,1.0,24.0,4.0,4.0,0
828,3.0,40387.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,13.0,15.0,0.0,6.0,0
829,3.0,76892.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,53.0,2.0,32.0,35.0,5.0,6.0,0
830,2.0,89457.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,3.0,34.0,25.0,6.0,1.0,0
831,3.0,98565.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,19.0,9.0,0.0,2.0,0
832,2.0,31759.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0,1.0,17.0,8.0,4.0,0
833,1.0,67033.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,18.0,21.0,6.0,6.0,0
834,2.0,104994.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,5.0,17.0,13.0,0.0,6.0,0
835,2.0,21228.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,58.0,1.0,15.0,3.0,2.0,1.0,0
836,2.0,70866.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,4.0,3.0,4.0,4.0,8.0,0
837,1.0,29632.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,1.0,11.0,4.0,3.0,2.0,0
838,2.0,94094.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,56.0,3.0,28.0,43.0,1.0,5.0,1
839,2.0,53649.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,3.0,6.0,28.0,0.0,4.0,0
840,3.0,44168.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,13.0,7.0,3.0,5.0,0
